,id,title,price,original_price,discount,star,ratings_reviews,description,brand,model,camera,screen_size_cm,screen_size_inch,display,ram,storage,expandable_storage,color,processor,battery,rating,review
92,92,"POCO C61 (Ethereal Blue, 64 GB)","₹6,499","₹8,999",27% off,4.2,"11,301 Ratings & 354 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,POCO,POCO C61 ,8MP Rear Camera | 5MP Front Camera,17.04,6.71,HD+,4 GB RAM,64 GB,1 TB,Ethereal Blue,Helio G36 Processor,5000 mAh Battery,"11,301 Ratings",354 Reviews
93,93,"Motorola G85 5G (Olive Green, 128 GB)","₹17,999","₹20,999",14% off,4.5,"6,166 Ratings & 335 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G85 5G ,50MP + 8MP | 32MP Front Camera,16.94,6.67,Full HD+,8 GB RAM,128 GB,,Olive Green,6s Gen 3 Processor,5000 mAh Battery,"6,166 Ratings",335 Reviews
94,94,"Apple iPhone 14 Plus (Midnight, 128 GB)","₹58,999","₹79,900",26% off,4.6,"75,463 Ratings & 4,224 Reviews","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",Apple,Apple iPhone 14 Plus ,12MP + 12MP | 12MP Front Camera,17.02,6.7,Super Retina XDR,6 GB RAM,128 GB,,Midnight,,,"75,463 Ratings","4,224 Reviews"
95,95,"REDMI 13C 5G (Starlight Black, 128 GB)","₹10,499","₹13,999",25% off,4.3,"11,970 Ratings & 389 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,REDMI,REDMI 13C 5G ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,4 GB RAM,128 GB,1 TB,Starlight Black,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,"11,970 Ratings",389 Reviews
96,96,"vivo T3 5G (Crystal Flake, 256 GB)","₹21,999","₹24,999",12% off,4.4,"36,142 Ratings & 2,564 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,vivo,vivo T3 5G ,50MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB RAM,256 GB,,Crystal Flake,Dimensity 7200 Processor,5000 mAh Battery,"36,142 Ratings","2,564 Reviews"
97,97,"Motorola G85 5G (Cobalt Blue, 256 GB)","₹19,999","₹22,999",13% off,4.5,"1,045 Ratings & 75 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G85 5G ,50MP + 8MP | 32MP Front Camera,16.94,6.67,Full HD+,12 GB RAM,256 GB,,Cobalt Blue,6s Gen 3 Processor,5000 mAh Battery,"1,045 Ratings",75 Reviews
98,98,"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)","₹22,999","₹25,999",11% off,4.5,"24,505 Ratings & 1,465 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh Battery7s Gen 2 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola Edge 50 Fusion ,50MP + 13MP | 32MP Front Camera,17.02,6.7,Full HD+,8 GB RAM,128 GB,,Marshmallow Blue,7s Gen 2 Processor,5000 mAh Battery,"24,505 Ratings","1,465 Reviews"
99,99,"vivo T3 5G (Crystal Flake, 128 GB)","₹19,999","₹22,999",13% off,4.4,"36,142 Ratings & 2,564 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,vivo,vivo T3 5G ,50MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB RAM,128 GB,,Crystal Flake,Dimensity 7200 Processor,5000 mAh Battery,"36,142 Ratings","2,564 Reviews"
100,100,"realme P1 Pro 5G (Parrot Blue, 256 GB)","₹19,499","₹25,999",25% off,4.4,"10,519 Ratings & 662 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,realme,realme P1 Pro 5G ,50MP + 8MP | 16MP Front Camera,17.02,6.7,Full HD+,8 GB RAM,256 GB,,Parrot Blue,6 Gen 1 Processor,5000 mAh Battery,"10,519 Ratings",662 Reviews
101,101,"realme P1 Pro 5G (Parrot Blue, 128 GB)","₹18,499","₹24,999",26% off,4.4,"10,519 Ratings & 662 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,realme,realme P1 Pro 5G ,50MP + 8MP | 16MP Front Camera,17.02,6.7,Full HD+,8 GB RAM,128 GB,,Parrot Blue,6 Gen 1 Processor,5000 mAh Battery,"10,519 Ratings",662 Reviews
102,102,"realme P1 Pro 5G (Phoenix Red, 256 GB)","₹19,499","₹25,999",25% off,4.4,"10,519 Ratings & 662 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,realme,realme P1 Pro 5G ,50MP + 8MP | 16MP Front Camera,17.02,6.7,Full HD+,8 GB RAM,256 GB,,Phoenix Red,6 Gen 1 Processor,5000 mAh Battery,"10,519 Ratings",662 Reviews
103,103,Micromax J3,₹838,"₹1,549",45% off,3.9,"2,000 Ratings & 97 Reviews",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display800 mAh Battery1 Year Company Domestic Warranty by Company Authorized Service Center.,Micromax,Micromax J3,0MP | 0MP Front Camera,4.5,1.77,,32 MB RAM,,,Black,,800 mAh Battery,"2,000 Ratings",97 Reviews
104,104,"Apple iPhone 14 Plus (Starlight, 128 GB)","₹58,999","₹79,900",26% off,4.6,"75,463 Ratings & 4,224 Reviews","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",Apple,Apple iPhone 14 Plus ,12MP + 12MP | 12MP Front Camera,17.02,6.7,Super Retina XDR,6 GB RAM,128 GB,,Starlight,,,"75,463 Ratings","4,224 Reviews"
105,105,"REDMI 13C 5G (Startrail Silver, 128 GB)","₹10,499","₹13,999",25% off,4.3,"11,970 Ratings & 389 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,REDMI,REDMI 13C 5G ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,4 GB RAM,128 GB,1 TB,Startrail Silver,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,"11,970 Ratings",389 Reviews
106,106,"SAMSUNG Galaxy S23 5G (Lavender, 128 GB)","₹55,999","₹89,999",37% off,4.5,"11,289 Ratings & 1,065 Reviews",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,SAMSUNG,SAMSUNG Galaxy S23 5G ,50MP + 10MP + 12MP | 12MP Front Camera,15.49,6.1,Full HD+,8 GB RAM,128 GB,,Lavender,Qualcomm Snapdragon 8 Gen 2 Processor,3900 mAh Lithium Ion Battery,"11,289 Ratings","1,065 Reviews"
107,107,"REDMI 12 5G (Moonstone Silver, 128 GB)","₹12,499","₹17,999",30% off,4.2,"43,201 Ratings & 1,990 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,REDMI,REDMI 12 5G ,50MP + 2MP | 8MP Front Camera,17.25,6.79,Full HD+,6 GB RAM,128 GB,1 TB,Moonstone Silver,Snapdragon 4 Gen 2 Processor,5000 mAh Battery,"43,201 Ratings","1,990 Reviews"
108,108,"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons","₹1,945","₹2,199",11% off,4.2,"4,749 Ratings & 231 Reviews",4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0MP Front Camera1450 mAh Battery6261D Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,Nokia,"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons",0MP Front Camera,6.1,2.4,,4 MB RAM,,,Black,6261D Processor,1450 mAh Battery,"4,749 Ratings",231 Reviews
