,pid,brand,title,stock,highlights,mrp,price,rating,first_image_url,model,screen_size_inch,display,ram,storage,color,processor,battery,average_rating,rear_camera,front_camera
39,MOBGVTA24G7GHE6M,Samsung,"Samsung Galaxy S23 Fe (Purple, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '16.26 cm (6.4 inch) Full HD+ Display', '50MP + 12MP | 10MP Front Camera', '4500 mAh Battery', 'Samsung Exynos 2200 Processor']",79999.0,39999.0,"{'average': 4.3, 'count': 13046, 'reviewCount': 869, 'breakup': [1046, 309, 723, 2642, 8326]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/r/c/8/-original-imagztn77hdgmeka.jpeg?q=90,Samsung Galaxy S23 Fe ,6.4,Full HD+,8,128,Purple,Samsung Exynos 2200 Processor,4500,4.3,50,10
40,MOBHY9PQGQAW2B5Y,Motorola,"Motorola G04S (Concord Black, 64 Gb)",IN_STOCK,"['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '16.76 cm (6.6 inch) HD+ Display', '50MP Rear Camera | 5MP Front Camera', '5000 mAh Battery', 'T606 Processor']",9999.0,6999.0,"{'average': 4.2, 'count': 13447, 'reviewCount': 690, 'breakup': [963, 431, 1050, 3089, 7914]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/b/o/y/g04s-pb360000in-motorola-original-imahfc48vgh8yvgj.jpeg?q=90,Motorola G04S ,6.6,HD+,4,64,Concord Black,T606 Processor,5000,4.2,50,5
41,MOBGUFK4P2H9CY7Y,Motorola,"Motorola G34 5G (Ice Blue, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '16.51 cm (6.5 inch) HD+ Display', '50MP + 2MP | 16MP Front Camera', '5000 mAh Battery', 'Snapdragon 695 5G Processor']",14999.0,11999.0,"{'average': 4.2, 'count': 118235, 'reviewCount': 8098, 'breakup': [8849, 3488, 9386, 28626, 67886]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/c/k/9/g34-5g-pb1v0001in-motorola-original-imagwu4r4xze9jwz.jpeg?q=90,Motorola G34 5G ,6.5,HD+,8,128,Ice Blue,Snapdragon 695 5G Processor,5000,4.2,50,16
42,MOBGNPGZFWUKKJGR,Samsung,"Samsung Galaxy S23 5G (Lavender, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '15.49 cm (6.1 inch) Full HD+ Display', '50MP + 10MP + 12MP | 12MP Front Camera', '3900 mAh Lithium Ion Battery', 'Qualcomm Snapdragon 8 Gen 2 Processor']",89999.0,49999.0,"{'average': 4.5, 'count': 13712, 'reviewCount': 1253, 'breakup': [708, 176, 397, 2191, 10240]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/g/r/b/-original-imagzm8q5gtgycxu.jpeg?q=90,Samsung Galaxy S23 5G ,6.1,Full HD+,8,128,Lavender,Qualcomm Snapdragon 8 Gen 2 Processor,3900,4.5,50,12
43,MOBGMFFXB7RGPNET,Samsung,"Samsung Galaxy S23 5G (Green, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM', '15.49 cm (6.1 inch) Full HD+ Display', '50MP + 10MP + 12MP | 12MP Front Camera', '3900 mAh Lithium Ion Battery', 'Qualcomm Snapdragon 8 Gen 2 Processor']",95999.0,54999.0,"{'average': 4.5, 'count': 13712, 'reviewCount': 1253, 'breakup': [708, 176, 397, 2191, 10240]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/h/q/9/-original-imagzm8r8jzcumfa.jpeg?q=90,Samsung Galaxy S23 5G ,6.1,Full HD+,8,256,Green,Qualcomm Snapdragon 8 Gen 2 Processor,3900,4.5,50,12
44,MOBGS7GYGUAJ4UYZ,Redmi,"Redmi 12 5G (Jade Black, 128 Gb)",IN_STOCK,"['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '17.25 cm (6.79 inch) Full HD+ Display', '50MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Snapdragon 4 Gen 2 Processor']",17999.0,12499.0,"{'average': 4.2, 'count': 48727, 'reviewCount': 2186, 'breakup': [3447, 1585, 4022, 10861, 28812]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/b/m/g/-original-imagxaqtqng2hpxn.jpeg?q=90,Redmi 12 5G ,6.79,Full HD+,6,128,Jade Black,Snapdragon 4 Gen 2 Processor,5000,4.2,50,8
46,MOBGNPGZVX4PCTTF,Samsung,"Samsung Galaxy S23 5G (Phantom Black, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '15.49 cm (6.1 inch) Full HD+ Display', '50MP + 10MP + 12MP | 12MP Front Camera', '3900 mAh Lithium Ion Battery', 'Qualcomm Snapdragon 8 Gen 2 Processor']",89999.0,49999.0,"{'average': 4.5, 'count': 13712, 'reviewCount': 1253, 'breakup': [708, 176, 397, 2191, 10240]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/u/i/d/-original-imagzm8qbwwyyvhf.jpeg?q=90,Samsung Galaxy S23 5G ,6.1,Full HD+,8,128,Phantom Black,Qualcomm Snapdragon 8 Gen 2 Processor,3900,4.5,50,12
47,MOBGXTYZCQSXJPC2,Motorola,"Motorola Edge 50 Fusion (Hot Pink, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '17.02 cm (6.7 inch) Full HD+ Display', '50MP + 13MP | 32MP Front Camera', '5000 mAh Battery', '7s Gen 2 Processor']",25999.0,22999.0,"{'average': 4.5, 'count': 34136, 'reviewCount': 2211, 'breakup': [1873, 627, 1288, 6472, 23876]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/i/k/l/edge-50-fusion-pb300001in-motorola-original-imahywzpfd2jh9ep.jpeg?q=90,Motorola Edge 50 Fusion ,6.7,Full HD+,8,128,Hot Pink,7s Gen 2 Processor,5000,4.5,50,32
48,MOBHY3B2G2ZHXZHC,Redmi,"Redmi 13C 5G (Startrail Green, 128 Gb)",IN_STOCK,"['4 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '17.12 cm (6.74 inch) HD+ Display', '50MP Rear Camera | 5MP Front Camera', '5000 mAh Battery', 'Mediatek Dimensity 6100+ Processor']",13999.0,10499.0,"{'average': 4.3, 'count': 16235, 'reviewCount': 533, 'breakup': [1076, 503, 1266, 3340, 10050]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/h/v/h/-original-imahfkf6brqzpg76.jpeg?q=90,Redmi 13C 5G ,6.74,HD+,4,128,Startrail Green,Mediatek Dimensity 6100+ Processor,5000,4.3,50,5
51,MOBGNPGYWGZAUZGK,Samsung,"Samsung Galaxy S23 5G (Green, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '15.49 cm (6.1 inch) Full HD+ Display', '50MP + 10MP + 12MP | 12MP Front Camera', '3900 mAh Lithium Ion Battery', 'Qualcomm Snapdragon 8 Gen 2 Processor']",89999.0,49999.0,"{'average': 4.5, 'count': 13712, 'reviewCount': 1253, 'breakup': [708, 176, 397, 2191, 10240]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/h/q/9/-original-imagzm8r8jzcumfa.jpeg?q=90,Samsung Galaxy S23 5G ,6.1,Full HD+,8,128,Green,Qualcomm Snapdragon 8 Gen 2 Processor,3900,4.5,50,12
52,MOBGUFK4QPQMAA2S,Motorola,"Motorola G34 5G (Charcoal Black, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '16.51 cm (6.5 inch) HD+ Display', '50MP + 2MP | 16MP Front Camera', '5000 mAh Battery', 'Snapdragon 695 5G Processor']",14999.0,11999.0,"{'average': 4.2, 'count': 118235, 'reviewCount': 8098, 'breakup': [8849, 3488, 9386, 28626, 67886]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/m/o/y/g34-5g-pb1v0000in-motorola-original-imagwu4s8naevwyq.jpeg?q=90,Motorola G34 5G ,6.5,HD+,8,128,Charcoal Black,Snapdragon 695 5G Processor,5000,4.2,50,16
53,MOBGXTV9GCTRG3NV,Poco,"Poco C65 (Pastel Green, 128 Gb)",IN_STOCK,"['4 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '17.12 cm (6.74 inch) HD+ Display', '50MP + AI Lens + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Helio G85 Processor']",10999.0,6799.0,"{'average': 4.3, 'count': 46390, 'reviewCount': 2349, 'breakup': [2715, 1492, 4182, 10692, 27309]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/g/1/p/-original-imagy2v5kfnq97xn.jpeg?q=90,Poco C65 ,6.74,HD+,4,128,Pastel Green,Helio G85 Processor,5000,4.3,50,8
59,MOBGWV9ERZ8YACPA,Redmi,"Redmi 13C (Starfrost White, 128 Gb)",IN_STOCK,"['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '17.12 cm (6.74 inch) HD+ Display', '50MP Rear Camera | 8MP Front Camera', '5000 mAh Battery', 'Helio G85 Processor']",13999.0,8499.0,"{'average': 4.2, 'count': 12282, 'reviewCount': 481, 'breakup': [825, 431, 1011, 2742, 7273]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/t/f/a/-original-imahfk4xp4xcggyt.jpeg?q=90,Redmi 13C ,6.74,HD+,6,128,Starfrost White,Helio G85 Processor,5000,4.2,50,8
60,MOBGVVTXTQDGZ7JY,Poco,"Poco C65 (Pastel Blue, 128 Gb)",IN_STOCK,"['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '17.12 cm (6.74 inch) HD+ Display', '50MP + AI Lens + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Helio G85 Processor']",11999.0,7499.0,"{'average': 4.2, 'count': 16377, 'reviewCount': 763, 'breakup': [1099, 546, 1405, 3814, 9513]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/b/u/8/c65-mzb0g8nin-poco-original-imagw6j2kp5t5jek.jpeg?q=90,Poco C65 ,6.74,HD+,6,128,Pastel Blue,Helio G85 Processor,5000,4.2,50,8
61,MOBGYQ6B7WKC4SVZ,Realme,"Realme 12X 5G (Woodland Green, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM | Expandable Upto 2 TB', '17.07 cm (6.72 inch) Full HD+ Display', '50MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Dimensity 6100+ Processor']",18999.0,14999.0,"{'average': 4.3, 'count': 5629, 'reviewCount': 248, 'breakup': [319, 129, 383, 1233, 3565]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/6/t/4/-original-imah3chxfkqxyzm3.jpeg?q=90,Realme 12X 5G ,6.72,Full HD+,8,128,Woodland Green,Dimensity 6100+ Processor,5000,4.3,50,8
62,MOBGYQ6BVK8HYMAG,Realme,"Realme 12X 5G (Twilight Purple, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM | Expandable Upto 2 TB', '17.07 cm (6.72 inch) Full HD+ Display', '50MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Dimensity 6100+ Processor']",18999.0,14999.0,"{'average': 4.3, 'count': 5629, 'reviewCount': 248, 'breakup': [319, 129, 383, 1233, 3565]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/w/c/3/-original-imah3chxfqnezjjb.jpeg?q=90,Realme 12X 5G ,6.72,Full HD+,8,128,Twilight Purple,Dimensity 6100+ Processor,5000,4.3,50,8
63,MOBGVTA2836DQWTT,Samsung,"Samsung Galaxy S23 Fe (Graphite, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '16.26 cm (6.4 inch) Full HD+ Display', '50MP + 12MP | 10MP Front Camera', '4500 mAh Battery', 'Samsung Exynos 2200 Processor']",79999.0,39999.0,"{'average': 4.3, 'count': 13046, 'reviewCount': 869, 'breakup': [1046, 309, 723, 2642, 8326]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/b/o/j/-original-imagztn8vv8htmyx.jpeg?q=90,Samsung Galaxy S23 Fe ,6.4,Full HD+,8,128,Graphite,Samsung Exynos 2200 Processor,4500,4.3,50,10
64,MOBGYQ6BETBWFTDH,Realme,"Realme 12X 5G (Woodland Green, 128 Gb)",IN_STOCK,"['6 GB RAM | 128 GB ROM | Expandable Upto 2 TB', '17.07 cm (6.72 inch) Full HD+ Display', '50MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Dimensity 6100+ Processor']",17999.0,13499.0,"{'average': 4.4, 'count': 44851, 'reviewCount': 2022, 'breakup': [2216, 1089, 2995, 9501, 29050]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/6/t/4/-original-imah3chxfkqxyzm3.jpeg?q=90,Realme 12X 5G ,6.72,Full HD+,6,128,Woodland Green,Dimensity 6100+ Processor,5000,4.4,50,8
66,MOBGW4HH3GV5F8GY,Redmi,"Redmi 13C (Stardust Black, 128 Gb)",IN_STOCK,"['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '17.12 cm (6.74 inch) HD+ Display', '50MP Rear Camera | 8MP Front Camera', '5000 mAh Battery', 'Helio G85 Processor']",13999.0,8499.0,"{'average': 4.2, 'count': 12282, 'reviewCount': 481, 'breakup': [825, 431, 1011, 2742, 7273]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/v/e/a/-original-imahfk4xuk7ntphs.jpeg?q=90,Redmi 13C ,6.74,HD+,6,128,Stardust Black,Helio G85 Processor,5000,4.2,50,8
67,MOBGMFFXDQTGNWVK,Samsung,"Samsung Galaxy S23 5G (Lavender, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM', '15.49 cm (6.1 inch) Full HD+ Display', '50MP + 10MP + 12MP | 12MP Front Camera', '3900 mAh Lithium Ion Battery', 'Qualcomm Snapdragon 8 Gen 2 Processor']",95999.0,54999.0,"{'average': 4.5, 'count': 13712, 'reviewCount': 1253, 'breakup': [708, 176, 397, 2191, 10240]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/g/r/b/-original-imagzm8q5gtgycxu.jpeg?q=90,Samsung Galaxy S23 5G ,6.1,Full HD+,8,256,Lavender,Qualcomm Snapdragon 8 Gen 2 Processor,3900,4.5,50,12
68,MOBGXTV9ZDZUQBHR,Poco,"Poco M6 5G (Polaris Green, 128 Gb)",IN_STOCK,"['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '17.12 cm (6.74 inch) HD+ Display', '50MP Rear Camera | 5MP Front Camera', '5000 mAh Battery', 'Mediatek Dimensity 6100+ Processor']",13999.0,9999.0,"{'average': 4.3, 'count': 25974, 'reviewCount': 1341, 'breakup': [1680, 860, 2222, 5544, 15668]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/d/3/g/-original-imagy2v5ggthbvfe.jpeg?q=90,Poco M6 5G ,6.74,HD+,6,128,Polaris Green,Mediatek Dimensity 6100+ Processor,5000,4.3,50,5
69,MOBGZ8R6Y4FFFHQX,Realme,"Realme P1 Pro 5G (Phoenix Red, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '17.02 cm (6.7 inch) Full HD+ Display', '50MP + 8MP | 16MP Front Camera', '5000 mAh Battery', '6 Gen 1 Processor']",24999.0,19499.0,"{'average': 4.4, 'count': 13654, 'reviewCount': 871, 'breakup': [649, 249, 708, 2955, 9093]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/m/r/p/-original-imahyzygqydqtyvj.jpeg?q=90,Realme P1 Pro 5G ,6.7,Full HD+,8,128,Phoenix Red,6 Gen 1 Processor,5000,4.4,50,16
70,MOBGWV5H9XEBFU4H,Infinix,"Infinix Smart 8 (Shiny Gold, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM | Expandable Upto 2 TB', '16.76 cm (6.6 inch) HD+ Display', '50MP + AI Lens | 8MP Front Camera', '5000 mAh Battery', 'Helio G36 Processor']",10999.0,7999.0,"{'average': 4.3, 'count': 8497, 'reviewCount': 486, 'breakup': [605, 289, 685, 1563, 5355]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/j/1/o/-original-imagxsc4y8fhqyvg.jpeg?q=90,Infinix Smart 8 ,6.6,HD+,8,128,Shiny Gold,Helio G36 Processor,5000,4.3,50,8
71,MOBGWV5HTVRN2ERN,Infinix,"Infinix Smart 8 (Rainbow Blue, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM | Expandable Upto 2 TB', '16.76 cm (6.6 inch) HD+ Display', '50MP + AI Lens | 8MP Front Camera', '5000 mAh Battery', 'Helio G36 Processor']",10999.0,7999.0,"{'average': 4.3, 'count': 8497, 'reviewCount': 486, 'breakup': [605, 289, 685, 1563, 5355]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/x/c/t/-original-imagxsc4ufzm64uz.jpeg?q=90,Infinix Smart 8 ,6.6,HD+,8,128,Rainbow Blue,Helio G36 Processor,5000,4.3,50,8
72,MOBGWV5HAFHQJ4CB,Infinix,"Infinix Smart 8 (Timber Black, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM | Expandable Upto 2 TB', '16.76 cm (6.6 inch) HD+ Display', '50MP + AI Lens | 8MP Front Camera', '5000 mAh Battery', 'Helio G36 Processor']",10999.0,7999.0,"{'average': 4.3, 'count': 8497, 'reviewCount': 486, 'breakup': [605, 289, 685, 1563, 5355]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/f/o/2/-original-imagxsc4zkwzpqkc.jpeg?q=90,Infinix Smart 8 ,6.6,HD+,8,128,Timber Black,Helio G36 Processor,5000,4.3,50,8
73,MOBGMFFXURCVYANE,Samsung,"Samsung Galaxy S23 5G (Cream, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM', '15.49 cm (6.1 inch) Full HD+ Display', '50MP + 10MP + 12MP | 12MP Front Camera', '3900 mAh Lithium Ion Battery', 'Qualcomm Snapdragon 8 Gen 2 Processor']",95999.0,54999.0,"{'average': 4.5, 'count': 13712, 'reviewCount': 1253, 'breakup': [708, 176, 397, 2191, 10240]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/x/7/n/-original-imagzm8qzhpuwrak.jpeg?q=90,Samsung Galaxy S23 5G ,6.1,Full HD+,8,256,Cream,Qualcomm Snapdragon 8 Gen 2 Processor,3900,4.5,50,12
74,MOBGZ8R6YYU9YHFG,Realme,"Realme P1 Pro 5G (Parrot Blue, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM', '17.02 cm (6.7 inch) Full HD+ Display', '50MP + 8MP | 16MP Front Camera', '5000 mAh Battery', '6 Gen 1 Processor']",25999.0,20499.0,"{'average': 4.4, 'count': 13654, 'reviewCount': 871, 'breakup': [649, 249, 708, 2955, 9093]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/4/y/b/-original-imahyzygycuyg3mq.jpeg?q=90,Realme P1 Pro 5G ,6.7,Full HD+,8,256,Parrot Blue,6 Gen 1 Processor,5000,4.4,50,16
75,MOBGY2JUZFHY6ZZP,Motorola,"Motorola G64 5G (Pearl Blue, 256 Gb)",IN_STOCK,"['12 GB RAM | 256 GB ROM | Expandable Upto 1 TB', '16.51 cm (6.5 inch) Full HD+ Display', '50MP (OIS) + 8MP | 16MP Front Camera', '6000 mAh Battery', 'Dimensity 7025 Processor']",19999.0,16999.0,"{'average': 4.2, 'count': 16352, 'reviewCount': 970, 'breakup': [1540, 491, 1138, 3688, 9495]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/c/q/b/g64-5g-pb2e0006in-motorola-original-imagzzd4nmrgsevr.jpeg?q=90,Motorola G64 5G ,6.5,Full HD+,12,256,Pearl Blue,Dimensity 7025 Processor,6000,4.2,50,16
76,MOBGUFK4ZX2ZHMTQ,Motorola,"Motorola G34 5G (Ice Blue, 128 Gb)",IN_STOCK,"['4 GB RAM | 128 GB ROM', '16.51 cm (6.5 inch) HD+ Display', '50MP + 2MP | 16MP Front Camera', '5000 mAh Battery', 'Snapdragon 695 5G Processor']",13999.0,10999.0,"{'average': 4.2, 'count': 42566, 'reviewCount': 3164, 'breakup': [2899, 1178, 3497, 10850, 24142]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/c/k/9/g34-5g-pb1v0001in-motorola-original-imagwu4r4xze9jwz.jpeg?q=90,Motorola G34 5G ,6.5,HD+,4,128,Ice Blue,Snapdragon 695 5G Processor,5000,4.2,50,16
77,MOBGZ8R6ZNVGYU3W,Realme,"Realme P1 Pro 5G (Parrot Blue, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '17.02 cm (6.7 inch) Full HD+ Display', '50MP + 8MP | 16MP Front Camera', '5000 mAh Battery', '6 Gen 1 Processor']",24999.0,19499.0,"{'average': 4.4, 'count': 13654, 'reviewCount': 871, 'breakup': [649, 249, 708, 2955, 9093]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/4/y/b/-original-imahyzygycuyg3mq.jpeg?q=90,Realme P1 Pro 5G ,6.7,Full HD+,8,128,Parrot Blue,6 Gen 1 Processor,5000,4.4,50,16
78,MOBH2N3FTQQVDVFW,Poco,"Poco C61  - Locked With Airtel Prepaid (Diamond Dust Black, 64 Gb)",IN_STOCK,"['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '17.04 cm (6.71 inch) HD+ Display', '8MP Rear Camera | 5MP Front Camera', '5000 mAh Battery', 'Helio G36 Processor']",8999.0,5999.0,"{'average': 4.2, 'count': 17022, 'reviewCount': 511, 'breakup': [1465, 707, 1482, 3050, 10318]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/d/h/s/-original-imah2qyrmtgtzztg.jpeg?q=90,Poco C61  - Locked With Airtel Prepaid ,6.71,HD+,4,64,Diamond Dust Black,Helio G36 Processor,5000,4.2,8,5
80,MOBHFZZKVSG6MJDH,Realme,"Realme P1 Pro 5G (Phoenix Red, 256 Gb)",IN_STOCK,"['12 GB RAM | 256 GB ROM', '17.02 cm (6.7 inch) Full HD+ Display', '50MP + 8MP | 16MP Front Camera', '5000 mAh Battery', '6 Gen 1 Processor']",26999.0,20999.0,"{'average': 4.4, 'count': 880, 'reviewCount': 44, 'breakup': [51, 20, 55, 173, 581]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/m/r/p/-original-imahyzygqydqtyvj.jpeg?q=90,Realme P1 Pro 5G ,6.7,Full HD+,12,256,Phoenix Red,6 Gen 1 Processor,5000,4.4,50,16
81,MOBGZ8R6MGNCGZV7,Realme,"Realme P1 Pro 5G (Phoenix Red, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM', '17.02 cm (6.7 inch) Full HD+ Display', '50MP + 8MP | 16MP Front Camera', '5000 mAh Battery', '6 Gen 1 Processor']",25999.0,20499.0,"{'average': 4.4, 'count': 13654, 'reviewCount': 871, 'breakup': [649, 249, 708, 2955, 9093]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/m/r/p/-original-imahyzygqydqtyvj.jpeg?q=90,Realme P1 Pro 5G ,6.7,Full HD+,8,256,Phoenix Red,6 Gen 1 Processor,5000,4.4,50,16
82,MOBGWV5HMRJKJUH4,Infinix,"Infinix Smart 8 (Shiny Gold, 64 Gb)",IN_STOCK,"['4 GB RAM | 64 GB ROM | Expandable Upto 2 TB', '16.76 cm (6.6 inch) HD+ Display', '50MP + AI Lens | 8MP Front Camera', '5000 mAh Battery', 'Helio G36 Processor']",8999.0,7299.0,"{'average': 4.3, 'count': 23977, 'reviewCount': 1450, 'breakup': [1449, 857, 1848, 4429, 15394]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/j/1/o/-original-imagxsc4y8fhqyvg.jpeg?q=90,Infinix Smart 8 ,6.6,HD+,4,64,Shiny Gold,Helio G36 Processor,5000,4.3,50,8
83,MOBGWV5HNYCNQJG2,Infinix,"Infinix Smart 8 (Galaxy White, 64 Gb)",IN_STOCK,"['4 GB RAM | 64 GB ROM | Expandable Upto 2 TB', '16.76 cm (6.6 inch) HD+ Display', '50MP + AI Lens | 8MP Front Camera', '5000 mAh Battery', 'Helio G36 Processor']",8999.0,7299.0,"{'average': 4.3, 'count': 23977, 'reviewCount': 1450, 'breakup': [1449, 857, 1848, 4429, 15394]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/d/v/p/-original-imagxsc4nthcs2zk.jpeg?q=90,Infinix Smart 8 ,6.6,HD+,4,64,Galaxy White,Helio G36 Processor,5000,4.3,50,8
84,MOBGWV5HGPYMDWUN,Infinix,"Infinix Smart 8 (Rainbow Blue, 64 Gb)",IN_STOCK,"['4 GB RAM | 64 GB ROM | Expandable Upto 2 TB', '16.76 cm (6.6 inch) HD+ Display', '50MP + AI Lens | 8MP Front Camera', '5000 mAh Battery', 'Helio G36 Processor']",8999.0,7299.0,"{'average': 4.3, 'count': 23977, 'reviewCount': 1450, 'breakup': [1449, 857, 1848, 4429, 15394]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/x/c/t/-original-imagxsc4ufzm64uz.jpeg?q=90,Infinix Smart 8 ,6.6,HD+,4,64,Rainbow Blue,Helio G36 Processor,5000,4.3,50,8
85,MOBGVVTXAFHYHDZS,Poco,"Poco C65 (Matte Black, 128 Gb)",IN_STOCK,"['4 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '17.12 cm (6.74 inch) HD+ Display', '50MP + AI Lens + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Helio G85 Processor']",10999.0,6799.0,"{'average': 4.3, 'count': 46390, 'reviewCount': 2349, 'breakup': [2715, 1492, 4182, 10692, 27309]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/i/k/k/c65-mzb0g8rin-poco-original-imagw6gyhhu7hur5.jpeg?q=90,Poco C65 ,6.74,HD+,4,128,Matte Black,Helio G85 Processor,5000,4.3,50,8
86,MOBGW9FEZKAV8QCZ,Poco,"Poco M6 5G (Galactic Black, 128 Gb)",IN_STOCK,"['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '17.12 cm (6.74 inch) HD+ Display', '50MP Rear Camera | 5MP Front Camera', '5000 mAh Battery', 'Mediatek Dimensity 6100+ Processor']",13999.0,9999.0,"{'average': 4.3, 'count': 25974, 'reviewCount': 1341, 'breakup': [1680, 860, 2222, 5544, 15668]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/h/b/r/-original-imagytcpcnjbduwh.jpeg?q=90,Poco M6 5G ,6.74,HD+,6,128,Galactic Black,Mediatek Dimensity 6100+ Processor,5000,4.3,50,5
88,MOBGSXD7DXBFQEDE,Samsung,"Samsung Galaxy S21 Fe 5G With Snapdragon 888 (Graphite, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM', '16.26 cm (6.4 inch) Full HD+ Display', '12MP + 12MP + 8MP (OIS) | 32MP Front Camera', '4500 mAh Lithium-ion Battery', 'Snapdragon 888 Processor']",74999.0,27958.0,"{'average': 4.3, 'count': 145342, 'reviewCount': 13848, 'breakup': [10508, 3184, 8503, 32277, 90870]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/k/a/l/galaxy-s21-fe-5g-sm-g990bza4ins-samsung-original-imah3gndw9qvwxn4.jpeg?q=90,Samsung Galaxy S21 Fe 5G With Snapdragon 888 ,6.4,Full HD+,8,256,Graphite,Snapdragon 888 Processor,3279,4.3,8,32
